YEAR,STATION,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC
1907,NATNWS_Natick,3.14,2.18,1.88,3.47,3.62,2.89,1.45,1.27,7.62,3.96,5.63,3.66
1908,NATNWS_Natick,3.33,4.3,3.62,1.8,4.58,0.82,3.91,3.98,0.77,2.37,0.85,2.7
1909,NATNWS_Natick,4.34,5.66,3.46,4.01,1.76,3.09,1.73,2.84,4.33,1.06,3.7,4.1
1910,NATNWS_Natick,5.11,5.16,0.77,2.71,1.33,4.51,2.23,1.58,2.5,1.8,4.16,2.61
1911,NATNWS_Natick,2.74,3.2,3.31,2.73,0.65,2.53,3.42,4.82,2.96,3.53,4.28,3.74
1912,NATNWS_Natick,3.1,2.51,6.38,4.16,5.23,0.47,2.87,2.26,1.82,2.99,3.24,4.96
1913,NATNWS_Natick,2.89,2.8,5.59,4.05,3.7,0.86,3.03,4.36,3.67,5.8,2.23,3.05
1914,NATNWS_Natick,3.53,4.11,4.41,4.93,2.71,1.59,3.17,3.62,0.27,1.69,2.45,3.38
1915,NATNWS_Natick,6.57,3.88,0.01,2.82,1.59,3.51,8.38,5.72,0.88,2.93,2.58,5.48
1916,NATNWS_Natick,1.52,5.66,4.62,4.12,3.2,5.45,3.89,1.75,1.3,1.28,2.18,3.18
1917,NATNWS_Natick,3.28,2.81,4.82,2.67,4.89,4.33,1.02,5.79,1.77,6.33,1.28,2.7
1918,NATNWS_Natick,3.26,3.8,2.26,4.61,1.1,3.34,3.64,1.41,8.58,0.92,2.57,3.55
1919,NATNWS_Natick,3.56,3.38,4.72,2.68,4.82,1.9,4.94,3.95,5.94,2.19,6.04,1.95
1920,NATNWS_Natick,3.25,7.01,4.28,5.61,2.96,7.73,1.81,1.58,3.88,1.21,5.96,5.47
1921,NATNWS_Natick,2.75,3.58,2.87,5.85,3.31,4.13,7.92,1.27,2.24,1.13,7.75,2.51
1922,NATNWS_Natick,1.84,3.38,5.58,1.75,5.06,10.53,3.06,4.11,4.42,2.33,1.24,3.66
1923,NATNWS_Natick,7.55,2.43,3.48,5.11,0.98,3.18,3.01,2.16,1.28,5.1,5.33,5.49
1924,NATNWS_Natick,3.52,2.68,2.8,5.3,3.2,1.71,2.78,5.16,6.0,0.09,2.4,1.76
1925,NATNWS_Natick,4.68,2.15,5.59,2.84,2.35,4.43,4.37,1.24,3.05,4.52,3.33,5.44
1926,NATNWS_Natick,3.11,5.64,3.51,2.36,2.58,1.59,3.42,4.59,1.32,3.94,4.5,3.79
1927,NATNWS_Natick,3.16,3.94,1.45,2.18,3.37,2.05,5.02,8.04,4.18,4.61,4.62,5.6
1928,NATNWS_Natick,2.26,3.58,2.01,5.27,2.39,5.75,4.98,3.94,3.89,3.31,2.17,2.71
1929,NATNWS_Natick,4.0,3.59,3.17,7.4,3.36,1.86,0.93,1.93,1.21,2.97,3.04,4.3
1930,NATNWS_Natick,2.7,2.48,3.57,1.94,2.67,2.38,3.32,2.02,0.78,4.55,4.3,2.98
1931,NATNWS_Natick,3.76,2.65,6.27,2.92,4.02,6.96,2.22,5.62,1.57,2.5,0.95,3.48
1932,NATNWS_Natick,4.85,2.62,5.44,1.77,1.53,3.46,2.04,5.73,9.24,7.81,5.27,1.9
1933,NATNWS_Natick,2.37,3.96,7.54,6.19,2.38,1.2,1.8,3.44,10.84,3.18,1.19,4.08
1934,NATNWS_Natick,3.73,4.27,4.66,3.39,3.51,4.55,2.35,2.15,7.59,3.45,2.56,2.89
1935,NATNWS_Natick,7.79,3.46,2.59,5.93,1.99,5.78,1.96,2.12,3.99,0.62,5.26,1.09
1936,NATNWS_Natick,7.91,4.27,8.94,3.39,2.0,2.46,1.74,4.85,5.07,2.03,1.56,8.64
1937,NATNWS_Natick,4.65,2.37,3.63,5.34,3.56,3.79,1.55,4.76,3.13,3.06,6.39,4.23
1938,NATNWS_Natick,5.22,2.55,2.71,3.2,4.58,6.85,13.91,5.25,8.58,2.15,2.77,3.46
1939,NATNWS_Natick,2.45,4.51,5.63,4.93,1.64,3.83,1.58,4.71,1.69,5.96,1.24,3.67
1940,NATNWS_Natick,2.78,6.38,4.17,6.58,4.57,2.81,4.31,1.91,4.05,1.17,7.49,3.23
1941,NATNWS_Natick,4.02,2.4,2.75,1.47,2.28,4.32,2.9,2.93,0.6,1.88,3.04,3.77
1942,NATNWS_Natick,5.12,3.15,8.39,1.9,2.51,3.13,8.27,2.44,2.22,3.71,6.36,7.58
1943,NATNWS_Natick,3.58,1.46,4.15,4.36,4.99,2.79,4.93,1.36,1.4,6.33,4.31,1.41
1944,NATNWS_Natick,2.23,3.01,4.69,4.82,0.91,6.25,2.56,1.9,6.99,2.67,7.42,3.46
1946,NATNWS_Natick,3.98,3.47,1.92,3.47,5.9,3.75,1.63,9.34,3.41,0.44,1.41,4.7
1948,NATNWS_Natick,6.14,2.67,3.81,3.14,5.97,4.63,5.83,1.36,0.78,3.65,6.67,1.63
1950,NATNWS_Natick,4.37,4.54,3.92,3.39,1.86,1.94,2.52,5.42,1.63,2.04,7.11,4.17
1951,NATNWS_Natick,3.31,5.41,4.7,3.21,4.99,2.93,3.45,4.62,2.04,4.32,8.93,5.28
1952,NATNWS_Natick,5.65,3.73,4.71,4.42,3.91,5.09,0.6,8.47,2.14,1.4,3.29,3.98
1953,NATNWS_Natick,7.37,3.94,9.63,6.48,5.08,1.77,2.67,2.0,2.31,5.59,7.77,5.66
1956,NATNWS_Natick,7.21,4.25,5.75,3.0,0.73,2.37,2.73,1.71,4.17,3.17,3.43,4.55
1957,NATNWS_Natick,2.11,1.31,3.0,3.2,3.93,1.31,0.55,1.48,0.36,2.22,4.66,6.12
1958,NATNWS_Natick,9.35,3.44,3.41,5.84,3.27,2.01,3.45,2.96,5.67,2.5,3.22,1.95
1959,NATNWS_Natick,2.34,3.1,4.39,3.74,0.84,5.18,7.59,3.0,0.85,4.62,4.95,4.23
1960,NATNWS_Natick,3.0,4.49,2.48,3.12,3.23,2.21,7.34,1.21,5.62,2.8,3.26,3.38
1961,NATNWS_Natick,2.52,2.93,4.11,5.7,3.54,1.67,3.54,4.48,8.64,2.7,3.57,4.53
1962,NATNWS_Natick,3.34,4.97,1.97,4.14,1.97,3.74,1.83,3.52,3.46,8.34,4.14,3.47
1963,NATNWS_Natick,3.27,3.56,4.71,0.93,3.73,2.04,2.58,2.23,3.63,1.84,7.59,2.67
1964,NATNWS_Natick,4.41,4.94,2.87,4.16,0.83,3.12,3.4,1.51,2.57,2.43,2.55,4.9
1965,NATNWS_Natick,2.22,3.66,2.24,2.43,1.87,2.0,1.45,2.11,2.67,2.09,2.06,1.89
1966,NATNWS_Natick,5.95,3.74,1.91,0.68,3.55,2.15,2.75,1.61,4.47,2.94,4.86,2.5
1967,NATNWS_Natick,2.2,3.12,4.03,4.69,6.88,4.8,2.63,3.54,3.41,1.11,3.45,6.01
1968,NATNWS_Natick,3.03,0.92,7.36,1.43,4.44,7.44,2.68,0.75,1.22,1.52,6.99,5.87
1969,NATNWS_Natick,2.17,5.71,2.99,4.51,2.3,0.95,5.29,2.66,4.7,1.81,7.99,9.3
1970,NATNWS_Natick,1.14,5.06,3.28,4.42,3.19,3.45,1.23,4.64,2.18,2.65,3.58,3.51
1971,NATNWS_Natick,1.76,4.4,2.45,2.66,3.8,1.87,3.57,2.34,2.55,2.79,6.31,2.4
1972,NATNWS_Natick,1.96,4.96,6.8,3.76,5.63,6.11,5.01,1.52,4.39,3.66,9.21,6.39
1973,NATNWS_Natick,4.06,2.41,2.42,5.85,3.89,5.31,6.07,3.92,2.65,3.48,2.32,7.55
1974,NATNWS_Natick,3.65,3.89,4.56,4.02,4.4,3.16,1.78,4.46,7.81,3.2,2.2,4.59
1975,NATNWS_Natick,6.03,3.48,3.24,2.45,2.64,2.65,2.4,6.61,7.87,6.72,6.18,5.1
1976,NATNWS_Natick,5.8,3.25,2.3,2.54,3.02,1.15,5.2,5.68,2.24,3.89,0.97,4.07
1977,NATNWS_Natick,4.29,2.54,6.75,5.21,3.15,3.01,1.94,2.78,6.25,5.23,4.08,6.14
1978,NATNWS_Natick,8.05,2.95,2.68,1.76,3.85,1.38,2.45,5.52,1.16,3.32,2.67,4.19
1979,NATNWS_Natick,13.18,2.8,2.85,4.13,4.62,0.82,4.93,6.28,2.99,3.34,4.43,1.28
1980,NATNWS_Natick,0.98,0.74,6.25,5.61,2.77,4.01,5.14,2.67,1.22,4.74,3.4,0.8
1981,NATNWS_Natick,0.71,8.05,0.65,3.8,2.8,2.45,4.73,1.72,4.03,5.18,3.98,6.02
1982,NATNWS_Natick,5.2,3.46,2.5,2.59,3.23,11.53,3.18,2.48,1.87,3.46,4.04,1.14
1983,NATNWS_Natick,5.38,4.51,8.38,7.35,4.54,1.89,1.18,5.55,1.21,3.97,9.25,5.82
1984,NATNWS_Natick,2.18,7.15,7.29,3.96,6.5,6.37,5.45,0.91,1.55,3.34,3.0,2.99
1986,NATNWS_Natick,4.05,3.39,3.4,1.18,1.31,9.0,3.69,4.0,3.66,3.6,4.28,3.85
1987,NATNWS_Natick,5.75,0.35,2.47,11.75,1.06,2.0,0.52,3.65,5.77,2.09,3.31,3.05
1988,NATNWS_Natick,2.55,4.23,3.92,3.27,3.71,1.14,6.86,1.2,1.85,3.02,7.09,0.96
1989,NATNWS_Natick,0.63,2.73,2.5,3.96,4.84,4.46,3.7,6.02,4.73,6.75,4.51,0.76
1990,NATNWS_Natick,4.84,4.05,1.72,5.67,7.08,1.04,5.28,8.43,1.24,8.62,2.01,3.77
1991,NATNWS_Natick,3.3,1.83,3.86,2.79,3.12,2.01,3.52,6.29,6.59,2.88,5.27,2.49
1992,NATNWS_Natick,2.84,2.16,3.91,2.86,1.38,5.18,3.03,6.11,3.55,2.88,4.33,6.92
1993,NATNWS_Natick,1.99,3.63,6.13,4.64,0.76,1.26,1.97,2.28,5.67,3.1,3.39,5.41
1995,NATNWS_Natick,3.62,2.26,2.31,1.94,2.19,2.39,2.53,1.25,3.45,6.12,5.24,1.86
1997,NATNWS_Natick,2.9,1.68,3.21,5.65,2.91,1.35,0.62,4.03,2.48,2.16,5.03,3.14
1998,NATNWS_Natick,5.96,3.42,5.12,4.04,6.39,11.66,4.27,4.38,2.72,6.66,1.86,1.78
1999,NATNWS_Natick,6.78,3.34,3.94,0.93,3.51,0.17,3.52,2.29,12.15,4.82,2.79,2.38
2000,NATNWS_Natick,3.23,3.11,3.65,5.77,3.29,5.3,4.18,2.12,3.64,2.57,4.18,3.89
2001,NATNWS_Natick,2.51,2.41,7.2,1.34,2.21,7.97,3.23,3.64,1.8,0.68,0.96,3.25
2002,NATNWS_Natick,2.62,1.81,3.63,3.38,5.43,4.21,2.77,2.54,3.06,3.98,6.05,6.58
2006,NATNWS_Natick,4.1,2.13,0.52,3.0,8.9,9.17,3.86,3.71,2.22,5.35,5.84,2.01
2007,NATNWS_Natick,2.39,2.99,4.05,7.78,4.76,2.77,5.08,0.85,1.84,2.92,3.27,4.88
2008,NATNWS_Natick,2.41,6.92,3.91,3.31,1.48,4.31,9.21,3.15,7.69,2.17,3.71,8.18
2009,NATNWS_Natick,4.02,1.5,2.98,4.21,2.79,4.4,8.66,3.46,3.45,5.57,3.83,4.51
2010,NATNWS_Natick,3.09,4.1,12.03,2.19,3.52,3.24,2.05,4.91,3.44,4.96,3.77,4.35
2011,NATNWS_Natick,3.93,4.24,2.67,4.35,3.27,4.29,2.12,11.56,5.94,6.85,4.01,3.97
2012,NATNWS_Natick,3.38,0.65,1.8,3.63,4.44,3.77,5.8,3.59,4.52,6.27,0.83,5.36
2013,NATNWS_Natick,1.34,5.24,3.21,1.75,4.13,10.7,5.07,1.87,6.63,1.24,2.78,4.85
1937,NEE716_Needham,4.37,1.96,5.25,4.59,3.1,3.3,0.83,4.84,3.1,3.47,5.23,3.96
1938,NEE716_Needham,4.26,2.14,2.34,2.57,4.2,6.75,9.61,3.34,6.56,2.31,3.29,2.65
1939,NEE716_Needham,2.45,3.58,4.39,4.2,1.24,2.97,2.86,4.02,1.72,5.02,1.19,2.89
1940,NEE716_Needham,1.92,4.41,2.5,5.22,2.74,2.24,3.59,1.76,2.22,0.95,6.33,2.18
1941,NEE716_Needham,3.43,1.98,2.64,1.47,2.26,4.85,3.57,2.65,0.36,1.71,2.75,3.89
1942,NEE716_Needham,4.18,3.0,7.05,1.34,2.12,2.37,5.43,2.44,2.1,3.42,5.3,5.23
1943,NEE716_Needham,3.13,1.36,3.59,3.34,4.46,1.96,4.88,1.2,1.44,5.19,2.67,1.29
1944,NEE716_Needham,1.82,2.37,4.66,4.36,0.52,4.91,2.03,3.02,6.97,3.25,6.7,2.94
1945,NEE716_Needham,2.99,4.56,2.09,2.65,5.52,6.58,2.14,3.67,1.29,3.15,7.58,6.4
1946,NEE716_Needham,3.96,3.4,1.91,2.56,4.83,3.36,1.23,9.3,2.33,0.49,1.18,3.88
1947,NEE716_Needham,2.69,1.28,3.33,4.84,4.32,3.37,6.04,2.33,4.46,1.22,6.16,4.06
1948,NEE716_Needham,5.93,2.09,3.5,2.53,5.23,4.67,4.69,1.24,1.19,3.48,5.67,1.75
1949,NEE716_Needham,3.58,3.06,1.29,4.2,3.54,0.49,1.83,5.18,3.77,1.32,3.08,2.15
1950,NEE716_Needham,4.24,4.01,3.5,3.13,1.92,2.25,1.84,3.44,1.55,1.83,6.1,3.65
1951,NEE716_Needham,4.37,3.65,4.2,3.43,4.95,2.6,3.33,4.11,2.32,4.23,7.53,4.58
1952,NEE716_Needham,4.58,2.87,3.45,3.86,3.59,2.84,0.38,6.65,2.59,1.31,2.37,3.28
1953,NEE716_Needham,6.06,3.45,9.47,6.21,4.03,1.05,3.71,2.94,1.94,5.15,6.45,4.57
1954,NEE716_Needham,2.59,3.36,3.54,4.67,6.91,2.88,2.18,5.82,10.58,3.14,4.98,5.18
1955,NEE716_Needham,1.04,3.03,4.31,3.35,1.86,3.16,4.92,21.86,2.69,8.79,5.59,0.97
1956,NEE716_Needham,7.79,5.23,7.0,3.38,1.68,2.46,3.63,1.89,5.21,3.52,3.44,6.04
1957,NEE716_Needham,2.73,1.59,3.27,3.45,3.55,1.43,0.48,1.41,0.39,2.27,5.36,5.84
1958,NEE716_Needham,9.34,4.05,4.0,6.21,3.29,1.66,3.51,3.69,5.79,2.9,2.91,1.88
1959,NEE716_Needham,2.21,3.02,5.48,4.14,1.47,5.67,7.94,2.61,1.33,6.17,4.51,4.62
1960,NEE716_Needham,3.52,5.34,3.0,3.29,4.13,2.06,5.97,1.39,7.02,2.97,2.92,3.31
1961,NEE716_Needham,2.22,3.74,4.66,5.57,4.17,3.18,3.4,2.89,9.8,2.6,3.47,3.88
1962,NEE716_Needham,3.72,5.1,3.83,3.15,3.66,2.3,2.19,3.21,3.6,10.34,3.5,3.88
1963,NEE716_Needham,3.32,3.26,4.6,1.23,3.34,1.66,1.89,2.05,3.63,2.06,7.97,2.64
1964,NEE716_Needham,4.39,4.31,3.24,4.11,1.68,3.09,2.77,0.96,2.28,2.37,2.09,4.18
1965,NEE716_Needham,1.83,3.37,1.96,2.37,1.67,3.16,0.92,1.97,2.13,1.67,1.8,1.84
1966,NEE716_Needham,4.39,3.85,1.49,1.52,2.59,2.32,2.52,1.57,4.03,2.77,4.45,1.72
1967,NEE716_Needham,1.88,3.37,4.5,4.24,6.45,3.13,2.49,5.13,2.53,1.45,3.17,6.98
1968,NEE716_Needham,3.45,1.67,7.49,1.74,4.29,6.36,1.64,1.14,1.46,1.61,6.7,5.75
1969,NEE716_Needham,1.52,6.18,2.33,4.72,2.94,0.91,4.23,2.29,4.61,1.83,8.04,10.42
1971,NEE716_Needham,1.72,4.79,2.71,2.89,4.15,1.5,2.5,1.82,1.54,2.4,6.28,2.59
1972,NEE716_Needham,1.88,5.36,6.0,3.62,7.59,5.91,4.3,0.89,5.83,3.29,8.85,5.89
1973,NEE716_Needham,2.73,2.07,2.39,5.52,3.06,6.3,4.7,2.52,2.58,2.81,1.95,7.65
1974,NEE716_Needham,3.47,3.22,4.75,4.98,3.68,2.9,2.57,3.54,7.95,3.25,2.07,5.36
1975,NEE716_Needham,5.17,3.51,2.86,2.49,2.6,2.37,4.31,6.59,6.71,6.73,5.88,5.53
1976,NEE716_Needham,6.35,2.52,2.86,2.67,2.51,1.8,3.61,7.21,2.19,3.9,0.47,3.71
1977,NEE716_Needham,4.38,2.88,5.5,4.75,3.41,4.03,2.22,3.64,5.49,5.94,5.46,4.94
1978,NEE716_Needham,9.59,3.11,2.89,1.84,3.63,1.38,2.38,4.37,1.12,3.53,2.23,3.73
1979,NEE716_Needham,12.58,3.02,2.77,4.26,4.56,1.64,3.52,6.4,3.4,3.71,4.36,1.33
1980,NEE716_Needham,0.87,0.67,4.67,4.69,1.98,4.36,4.06,0.87,0.61,4.05,3.11,0.64
1981,NEE716_Needham,0.91,6.51,0.68,3.18,3.1,2.04,5.02,0.44,4.11,5.43,3.0,6.66
1982,NEE716_Needham,6.21,1.77,2.58,3.0,3.11,12.69,3.99,2.96,1.43,3.78,3.43,0.97
1983,NEE716_Needham,4.71,4.78,7.09,6.58,3.78,1.54,0.65,7.03,1.36,3.43,9.37,6.28
1984,NEE716_Needham,1.55,7.19,6.55,3.69,9.04,3.98,4.67,0.49,1.46,3.28,2.51,3.06
1985,NEE716_Needham,1.07,1.81,2.44,1.48,4.32,3.88,8.26,2.99,2.89,2.12,7.05,1.46
1986,NEE716_Needham,3.96,3.16,4.34,1.27,1.69,8.6,5.05,2.3,0.69,3.25,5.65,6.97
1987,NEE716_Needham,6.33,0.32,4.44,9.0,1.85,1.63,0.51,4.07,6.63,2.42,3.09,2.06
1988,NEE716_Needham,2.98,4.08,4.26,2.7,2.94,1.17,7.89,0.88,1.69,2.42,7.34,1.06
1989,NEE716_Needham,0.74,2.44,3.51,4.25,3.54,3.91,6.17,8.14,4.53,6.53,3.96,3.6
1990,NEE716_Needham,3.6,3.48,1.81,4.82,6.94,0.75,7.72,8.38,1.7,10.64,1.87,3.7
1991,NEE716_Needham,2.94,1.83,3.57,3.99,1.29,2.84,2.18,4.6,7.25,4.93,3.18,2.24
1992,NEE716_Needham,2.67,2.17,3.95,2.77,2.48,3.52,3.36,4.43,3.52,1.94,4.31,6.1
1993,NEE716_Needham,1.93,2.71,5.93,4.7,1.52,1.16,2.31,1.7,5.82,3.55,2.63,6.23
1994,NEE716_Needham,3.69,2.3,6.83,2.38,5.44,0.67,3.37,6.96,5.25,0.43,3.33,5.91
1995,NEE716_Needham,3.23,2.65,2.41,2.25,2.02,2.84,2.49,1.19,3.27,6.09,5.41,1.98
1996,NEE716_Needham,5.38,2.2,2.77,6.2,3.69,1.98,5.84,1.48,4.67,9.74,1.61,7.25
1997,NEE716_Needham,3.03,2.92,5.46,3.35,2.77,1.19,0.62,3.21,1.92,2.24,4.64,2.28
1998,NEE716_Needham,5.65,4.25,4.84,3.42,7.44,15.5,1.66,4.21,2.8,3.47,1.94,2.05
1999,NEE716_Needham,6.13,4.93,3.55,1.01,3.67,1.12,2.93,1.53,10.51,4.1,3.08,2.43
2000,NEE716_Needham,4.41,3.42,4.57,6.01,3.47,5.85,4.07,1.86,3.83,2.93,4.24,4.92
2001,NEE716_Needham,2.49,2.74,11.1,1.25,2.55,9.13,3.12,5.0,2.09,0.89,0.91,3.59
2002,NEE716_Needham,3.95,1.97,4.33,3.37,6.04,4.21,3.33,2.8,3.2,4.01,6.16,7.59
2003,NEE716_Needham,2.66,4.53,5.1,5.4,4.28,6.19,2.76,4.4,3.57,6.27,2.59,5.83
2004,NEE716_Needham,1.4,1.83,4.42,8.62,3.79,1.12,2.76,5.16,6.94,1.82,3.69,5.45
2005,NEE716_Needham,4.87,3.64,5.53,4.74,5.66,1.47,3.26,3.6,2.71,12.07,4.7,3.67
2006,NEE716_Needham,5.05,2.32,0.47,2.79,10.03,9.45,3.06,3.59,1.54,6.3,6.33,1.73
2007,NEE716_Needham,2.86,2.77,5.11,8.35,4.02,2.63,3.64,2.19,1.77,2.7,3.36,5.42
2008,NEE716_Needham,3.25,9.05,5.11,3.93,1.76,3.42,7.78,3.55,6.98,1.37,4.86,8.59
2009,NEE716_Needham,4.25,1.79,3.2,4.22,2.79,4.25,7.42,2.36,3.04,5.52,4.48,5.19
2010,NEE716_Needham,4.38,5.2,14.33,2.33,3.03,3.33,2.57,6.25,2.56,4.91,3.97,4.62
2011,NEE716_Needham,4.58,5.21,2.85,4.99,3.23,5.44,1.56,12.06,6.75,7.71,4.58,4.3
2012,NEE716_Needham,3.29,1.3,1.18,4.0,4.82,3.85,4.72,3.03,4.81,5.94,0.67,5.91
2013,NEE716_Needham,1.6,5.29,3.44,1.42,3.73,9.7,4.08,1.79,4.08,1.0,3.26,4.82
2014,NEE716_Needham,3.24,4.99,4.89,5.36,2.58,2.68,5.47,1.95,1.4,7.62,5.36,6.38
2016,NEE716_Needham,3.44,4.51,3.44,4.27,3.09,1.78,1.62,1.72,2.04,6.5,3.09,3.28
2017,NEE716_Needham,4.75,2.46,4.19,5.36,4.2,6.12,3.27,2.27,3.86,5.63,2.28,2.41
2018,NEE716_Needham,4.12,3.72,6.8,6.27,1.98,2.85,4.36,5.69,6.31,5.22,9.71,3.63
1942,NEW308_New Salem,3.64,2.05,8.07,1.15,3.23,4.35,5.4,2.2,3.6,3.94,5.93,6.18
1943,NEW308_New Salem,2.62,1.7,3.25,3.77,5.94,2.63,4.84,2.98,1.96,6.04,5.7,0.69
1944,NEW308_New Salem,1.1,2.57,4.55,3.64,1.3,8.44,3.81,0.89,5.67,2.18,4.04,2.74
1945,NEW308_New Salem,3.29,3.7,2.09,5.84,6.9,8.32,8.33,3.16,3.35,3.24,4.83,3.9
1946,NEW308_New Salem,3.13,3.43,1.71,3.08,6.47,4.76,5.15,4.52,5.45,1.61,1.1,3.95
1947,NEW308_New Salem,4.04,2.46,3.97,4.65,4.75,4.58,3.92,6.59,4.1,1.41,6.88,2.76
1948,NEW308_New Salem,3.27,2.26,3.89,4.11,7.64,6.27,4.38,1.69,1.68,1.59,6.88,3.32
1949,NEW308_New Salem,5.63,3.8,1.7,3.48,5.41,1.57,3.15,2.95,4.03,3.11,2.42,3.96
1950,NEW308_New Salem,5.44,4.23,2.67,4.09,3.51,5.22,2.37,4.56,1.48,2.43,7.0,4.36
1951,NEW308_New Salem,4.32,4.56,5.33,4.01,3.65,5.64,6.15,3.66,2.93,6.25,6.3,5.43
1952,NEW308_New Salem,4.92,2.57,3.24,5.5,5.79,3.98,4.65,4.2,3.99,0.85,1.41,3.63
1953,NEW308_New Salem,7.02,3.23,8.29,6.37,5.41,4.8,1.82,1.5,1.75,6.54,3.14,5.4
1954,NEW308_New Salem,3.26,2.65,4.22,4.97,5.98,3.07,4.3,4.56,5.81,3.08,6.05,3.53
1955,NEW308_New Salem,1.13,4.41,4.76,4.89,2.56,5.13,2.5,11.56,4.17,7.99,4.66,0.96
1956,NEW308_New Salem,3.6,4.12,6.31,3.16,1.96,3.17,3.92,2.14,7.42,2.06,4.7,5.05
1957,NEW308_New Salem,2.64,1.39,3.03,2.43,3.98,5.56,2.42,1.49,2.42,2.8,5.71,7.84
1958,NEW308_New Salem,5.57,3.93,2.03,5.12,4.57,1.81,6.02,4.13,4.83,2.77,4.41,1.5
1959,NEW308_New Salem,4.17,3.01,5.93,3.98,3.27,4.2,5.19,6.4,1.09,10.4,4.98,4.74
1960,NEW308_New Salem,3.57,4.83,3.25,4.51,3.63,4.86,7.14,3.57,8.53,3.6,2.92,3.41
1961,NEW308_New Salem,2.59,3.24,3.35,4.09,3.24,4.29,4.07,2.97,2.61,2.34,3.96,3.4
1962,NEW308_New Salem,3.22,3.82,2.0,2.87,3.36,2.57,3.78,3.12,2.98,6.91,2.23,3.11
1963,NEW308_New Salem,3.18,3.38,3.63,2.23,2.18,3.33,1.33,1.95,3.61,0.47,6.52,2.42
1964,NEW308_New Salem,5.73,2.07,3.59,3.15,1.83,1.29,3.15,1.7,0.85,1.9,1.99,4.56
1965,NEW308_New Salem,1.93,3.14,1.78,2.42,1.36,3.11,2.54,3.88,2.44,3.4,2.68,2.02
1966,NEW308_New Salem,2.46,3.67,2.48,1.35,2.63,1.8,3.78,1.87,5.86,4.09,3.59,2.97
1967,NEW308_New Salem,1.44,3.33,3.34,4.27,6.94,4.17,4.17,3.66,3.29,2.35,2.83,5.7
1968,NEW308_New Salem,1.8,1.61,4.64,2.47,4.46,8.87,0.71,1.43,2.41,2.91,6.28,5.78
1969,NEW308_New Salem,1.31,3.21,2.15,4.6,3.0,3.58,7.21,5.25,2.53,1.78,5.96,7.79
1970,NEW308_New Salem,1.03,4.38,3.55,3.68,5.12,4.5,1.82,3.26,2.4,2.02,3.9,3.37
1971,NEW308_New Salem,1.95,3.74,2.95,1.6,3.54,3.37,3.46,5.1,3.75,3.97,4.86,3.33
1972,NEW308_New Salem,2.29,3.36,6.18,3.92,7.29,4.91,5.24,2.49,1.9,2.69,8.13,7.19
1973,NEW308_New Salem,4.03,2.8,3.39,6.46,6.52,6.54,2.16,4.61,2.23,2.85,2.56,9.8
1974,NEW308_New Salem,3.37,2.84,4.76,3.6,4.72,3.01,2.67,4.04,7.59,1.81,3.76,3.33
1975,NEW308_New Salem,4.55,3.57,3.28,2.72,1.65,5.28,7.91,5.56,8.06,6.0,5.31,4.51
1976,NEW308_New Salem,6.19,3.75,3.09,3.83,4.64,3.04,3.17,6.25,2.88,3.71,0.73,3.03
1977,NEW308_New Salem,2.74,2.14,7.02,4.94,2.79,4.55,4.65,3.76,5.48,6.91,6.24,4.61
1978,NEW308_New Salem,7.89,0.95,3.37,1.82,3.7,3.65,3.32,4.77,1.21,2.97,2.67,4.29
1979,NEW308_New Salem,10.53,2.61,4.95,6.64,4.86,2.53,4.19,6.33,5.97,6.87,4.28,2.63
1980,NEW308_New Salem,1.18,1.12,6.77,4.45,1.61,4.51,1.88,2.65,1.97,2.65,3.26,0.95
1981,NEW308_New Salem,0.59,9.0,0.44,4.33,4.25,3.45,4.62,1.53,3.81,7.38,1.77,5.7
1982,NEW308_New Salem,5.59,2.72,3.59,4.88,2.31,8.88,3.4,1.85,2.3,1.57,1.95,2.12
1983,NEW308_New Salem,5.03,3.69,5.74,7.54,7.4,2.45,2.41,3.72,1.9,4.91,7.36,6.19
1984,NEW308_New Salem,2.59,7.15,5.17,3.6,12.37,1.91,7.46,1.36,1.03,3.12,4.52,3.28
1985,NEW308_New Salem,1.35,1.62,4.29,0.44,4.02,2.91,5.18,5.14,4.0,2.73,5.66,1.86
1986,NEW308_New Salem,6.07,3.34,4.36,1.49,2.13,5.79,6.14,2.78,1.67,2.28,5.97,5.26
1987,NEW308_New Salem,4.11,0.63,4.63,5.65,0.78,4.0,2.22,3.85,6.3,4.09,3.46,1.5
1988,NEW308_New Salem,2.78,3.63,2.13,3.48,2.53,1.67,7.82,5.53,2.11,1.69,6.24,0.96
1989,NEW308_New Salem,1.77,2.63,2.59,4.14,9.39,6.63,4.95,7.6,5.32,8.5,3.47,1.47
1990,NEW308_New Salem,4.09,4.8,2.81,4.21,7.39,0.68,4.15,9.79,1.48,6.66,3.61,4.6
1991,NEW308_New Salem,2.0,2.02,3.15,2.2,4.45,2.55,2.37,9.78,8.4,3.41,5.0,4.06
1992,NEW308_New Salem,2.25,2.38,3.97,2.61,4.21,4.16,4.18,4.01,1.93,2.27,2.0,3.51
1993,NEW308_New Salem,2.59,2.75,6.14,4.21,2.1,1.4,3.54,2.75,4.59,4.49,4.67,3.73
1994,NEW308_New Salem,4.99,2.0,5.75,4.12,3.91,2.22,8.21,5.67,3.44,1.53,3.3,5.34
